Date,Time,Sym,Market,Reason Code,Res DT,Res QT TM,Res TRD TM,Vol,Flt Sht,Days,Price,M Cap M
2021-08-04,10:29:38,ONE,NYSE,M,,,,1289,0.05,23,0,81
2021-08-04,10:58:24,SMIT,NASDAQ,LUDP,08/04/2021,10:58:24,,10,0.01,328,5,19
2021-08-04,13:04:38,ZEST,NASDAQ,LUDP,08/04/2021,13:04:38,13:09:38,NA,NA,NA,NA,NA
2021-09-02,09:33:03,SCPS,NASDAQ,LUDP,09/02/2021,09:33:03,09:43:03,158,0.01,57,99999,88
2021-08-05,06:55:45,SCR,NASDAQ,T1T2T3,08/05/2021,07:25:00,07:30:00,27873,0.01,0,32,1640
2021-08-05,07:02:10,GCAC,NASDAQ,T1T2T3,08/05/2021,09:10:00,09:15:00,NA,NA,NA,NA,NA
2021-08-05,07:02:10,GCACU,NASDAQ,T1T2T3,08/05/2021,09:10:00,09:15:00,173,0.0,95,10,0
2021-08-05,07:02:10,GCACW,NASDAQ,T1T2T3,08/05/2021,09:10:00,09:15:00,NA,NA,NA,NA,NA
2021-08-05,08:25:22,ITRI,NASDAQ,T1T2T3,08/05/2021,08:55:00,09:00:00,3075,0.04,13,71,3240
2021-08-05,08:25:22,MMAT,NASDAQ,T1T2T3,08/05/2021,08:55:00,09:00:00,26991,0.26,1,3,905
2021-08-10,10:30:20,MYMD,NASDAQ,LUDP,08/10/2021,10:30:20,10:35:20,222,0.04,135,4,170
2021-09-22,09:31:20,DISCB,NASDAQ,LUDP,09/22/2021,09:31:20,09:36:20,NA,NA,NA,NA,NA
2021-08-13,09:59:06,HYW,NASDAQ,LUDP,08/13/2021,09:59:06,10:04:06,5,0.0,2369,6,175
2021-08-05,16:00:12,CSOD,NASDAQ,T1T2T3,08/05/2021,16:35:00,16:40:00,346,0.02,175,49,3310
2021-08-05,16:00:12,DRNA,NASDAQ,T1T2T3,08/05/2021,16:25:00,16:30:00,758,0.07,86,37,2890
2021-08-05,12:25:33,NAUT,NASDAQ,LUDP,08/05/2021,12:25:33,12:30:33,28234,0.01,1,8,1040
2021-08-06,06:55:09,XENT,NASDAQ,T1T2T3,08/06/2021,07:30:00,07:35:00,927,0.03,33,24,806
2021-08-06,07:00:06,CMLT,NASDAQ,T2T3,08/06/2021,07:25:00,07:30:00,118,NA,465,10,552
2021-08-06,07:00:06,CMLTU,NASDAQ,T2T3,08/06/2021,07:25:00,07:30:00,15,NA,0,10,0
2021-08-06,07:00:06,CMLTW,NASDAQ,T2T3,08/06/2021,07:25:00,07:30:00,NA,NA,NA,NA,NA
2021-08-06,11:11:04,WKSP,NASDAQ,LUDP,08/06/2021,11:11:04,11:16:04,NA,NA,NA,NA,NA
2021-08-06,11:38:03,ADGI,NASDAQ,LUDP,08/06/2021,11:38:03,11:43:03,NA,NA,NA,NA,NA
2021-08-10,09:31:06,PUYI,NASDAQ,LUDP,08/10/2021,09:31:06,09:36:06,10,0.01,697,5,313
2021-08-10,09:58:24,ZEV,NYSE,M,08/10/2021,10:03:27,10:03:27,435,NA,17,6,460
2021-08-10,10:02:51,FULC,NASDAQ,LUDP,08/10/2021,10:02:51,10:07:51,168,0.03,173,8,270
2021-08-10,14:43:44,ABVC,NASDAQ,LUDP,08/10/2021,14:43:44,14:48:44,NA,NA,NA,NA,NA
2021-08-10,15:56:10,SCPE,NYSE,M,08/10/2021,16:00:05,16:00:05,25,0.06,610,9,225
2021-08-11,09:43:30,ACHL,NASDAQ,LUDP,08/11/2021,09:43:30,09:53:31,234,0.11,11,7,298
2021-08-11,10:37:09,RANI,NASDAQ,LUDP,08/11/2021,10:37:09,10:42:09,NA,NA,NA,NA,NA
2021-08-16,09:37:17,ELYM,NASDAQ,LUDP,08/16/2021,09:37:17,09:47:17,NA,NA,NA,NA,NA
2021-08-12,09:30:17,TIG,NASDAQ,LUDP,08/12/2021,09:30:17,09:35:17,1075,0.03,11,9,468
2021-08-12,11:37:17,TKC,NYSE,T1T2T3,08/12/2021,12:11:13,12:11:13,384,0.0,1116,4,4030
2021-08-12,19:50:03,MMAC,NASDAQ,DT12,08/16/2021,00:00:01,00:00:01,0,0.0,0,27,159
2021-08-13,07:25:15,MTAC,NASDAQ,T1T2T3,08/13/2021,08:15:00,08:20:00,3261,0.0,7,9,247
2021-08-13,07:25:15,MTACU,NASDAQ,T1T2T3,08/13/2021,08:15:00,08:20:00,413,0.0,57,10,0
2021-08-13,07:25:15,MTACW,NASDAQ,T1T2T3,08/13/2021,08:15:00,08:20:00,NA,NA,NA,NA,NA
2021-08-13,09:30:33,LMPX,NASDAQ,LUDP,08/13/2021,09:30:33,09:35:33,183,0.11,29,15,154
2021-08-13,09:35:13,DUOT,NASDAQ,LUDP,08/13/2021,09:35:13,09:40:13,190,0.01,13,6,21
2021-08-27,12:58:28,ALIM,NASDAQ,LUDP,08/27/2021,12:58:28,13:03:28,538,0.03,9,13,42
2021-08-13,11:04:09,GRNV,NASDAQ,LUDP,08/13/2021,11:04:09,11:25:19,4255,0.26,0,12,45
2021-08-13,12:10:08,ACHV,NASDAQ,LUDP,08/13/2021,12:10:08,12:15:08,1386,0.09,4,7,66
2021-08-13,14:10:40,SESN,NASDAQ,T1T2T3,08/13/2021,15:05:00,15:10:00,125451,0.12,1,2,363
2021-08-16,09:28:57,WHLRL,NASDAQ,T12T3,08/16/2021,10:25:00,10:30:00,NA,NA,NA,NA,NA
2021-08-16,09:30:15,MIMO,AMEX,M,08/16/2021,09:51:09,09:51:09,NA,NA,NA,NA,NA
2021-09-21,10:36:58,HLBZ,NASDAQ,LUDP,09/21/2021,10:36:58,10:41:58,1671,0.05,1,14,215
2021-08-16,09:33:18,TSP,NASDAQ,LUDP,08/16/2021,09:33:18,09:38:18,6319,0.06,16,30,6710
2021-08-16,09:38:06,ENLV,NASDAQ,LUDP,08/16/2021,09:38:06,09:43:06,12817,0.01,0,11,219
2021-08-16,13:13:27,GTEC,NASDAQ,LUDP,08/16/2021,13:13:27,13:18:27,272,0.01,10,7,83
2021-08-27,14:28:06,GBGR,NYSE Arca,M,08/27/2021,14:33:06,14:33:06,NA,NA,NA,NA,NA
2021-09-08,09:35:48,CADL,NASDAQ,LUDP,09/08/2021,09:35:48,09:45:49,1570,0.0,12,99999,309
2021-08-18,09:38:35,PMCB,NASDAQ,LUDP,08/18/2021,09:38:35,09:43:35,1105,0.0,2090,3,3
2021-08-23,11:40:56,MAYS,NASDAQ,LUDP,08/23/2021,11:40:56,11:45:56,0,0.01,55296,32,65
2021-08-18,09:48:49,MDJH,NASDAQ,LUDP,08/18/2021,09:48:49,09:53:49,9,0.0,145,4,52
2021-08-18,13:30:35,CBOE,BATS,M,08/18/2021,13:40:35,13:40:35,554,0.01,188,124,13220
2021-08-19,07:55:07,INOV,NASDAQ,T1T2T3,08/19/2021,08:25:00,08:30:00,9419,0.04,7,40,6370
2021-08-19,09:30:31,FTRP,NASDAQ,LUDP,08/19/2021,09:30:31,09:35:31,NA,NA,NA,NA,NA
2021-08-19,09:33:55,SONN,NASDAQ,LUDP,08/19/2021,09:33:55,09:38:55,208370,0.17,0,1,27
2021-09-03,08:25:13,IMPL,NASDAQ,T1T2T3,09/03/2021,09:10:00,09:15:00,303,0.05,69,99999,515
2021-08-19,11:16:24,GOVX,NASDAQ,LUDP,08/19/2021,11:16:24,11:21:24,18225,0.05,0,4,27
2021-08-19,11:24:03,LIVKU,NASDAQ,LUDP,08/19/2021,11:24:03,11:29:03,NA,NA,NA,NA,NA
2021-08-19,13:07:34,DATS,NASDAQ,LUDP,08/19/2021,13:07:34,13:12:34,NA,NA,NA,NA,NA
2021-08-20,08:26:39,HEXO,NYSE,T1T3,08/20/2021,09:15:03,09:15:03,47459,0.05,2,2,454
2021-08-20,09:53:15,GRNQ,NASDAQ,LUDP,08/20/2021,09:53:15,09:58:15,212174,0.01,0,0,53
2021-08-23,06:57:02,NGCA,NASDAQ,T1T2T3,08/23/2021,07:25:00,07:30:00,261,NA,146,9,370
2021-08-23,06:57:02,NGCAU,NASDAQ,T1T2T3,08/23/2021,07:25:00,07:30:00,1,NA,0,10,0
2021-08-23,06:57:02,NGCAW,NASDAQ,T1T2T3,08/23/2021,07:25:00,07:30:00,NA,NA,NA,NA,NA
2021-08-23,08:25:28,LMRK,NASDAQ,T1T2T3,08/23/2021,08:55:00,09:00:00,34,0.0,631,14,355
2021-08-23,08:25:28,LMRKN,NASDAQ,T1T2T3,08/23/2021,08:55:00,09:00:00,NA,NA,NA,NA,NA
2021-08-23,08:25:28,LMRKO,NASDAQ,T1T2T3,08/23/2021,08:55:00,09:00:00,NA,NA,NA,NA,NA
2021-08-23,08:25:28,LMRKP,NASDAQ,T1T2T3,08/23/2021,08:55:00,09:00:00,NA,NA,NA,NA,NA
2021-08-23,09:37:50,SIEB,NASDAQ,LUDP,08/23/2021,09:37:50,09:42:50,46,0.03,199,3,115
2021-08-23,09:36:35,SYTA,NASDAQ,LUDP,08/23/2021,09:36:35,09:41:35,38,0.02,78,4,22
2021-08-23,10:01:23,ALF,NASDAQ,LUDP,08/23/2021,10:01:23,10:06:23,2537,0.06,1,9,119
2021-08-23,10:11:05,VVOS,NASDAQ,LUDP,08/23/2021,10:11:05,10:16:05,755,0.0,23,3,73
2021-08-23,10:38:53,SGA,NASDAQ,LUDP,08/23/2021,10:38:53,10:43:53,0,0.0,60724,22,126
2021-09-21,09:35:48,NMTC,NASDAQ,LUDP,09/21/2021,09:35:48,09:40:48,114,0.0,88,3,46
2021-08-23,14:27:45,RICE=,NYSE,M,08/23/2021,14:33:01,14:33:01,NA,NA,NA,NA,NA
2021-08-23,14:50:13,CARA,NASDAQ,T1T2T3,08/23/2021,16:10:00,16:15:00,1869,0.07,20,13,660
2021-08-23,16:02:01,TBPH,NASDAQ,T1T2T3,08/23/2021,16:30:00,16:35:00,773,0.04,75,14,1020
2021-08-23,16:05:08,CLOVW,NASDAQ,DT12,08/24/2021,00:00:01,00:00:01,NA,NA,NA,NA,NA
2021-08-23,17:15:04,VTRU,NASDAQ,T1T2T3,08/23/2021,17:55:00,18:00:00,0,0.0,30470,16,372
2021-08-25,09:47:12,FATBB,NASDAQ,LUDP,08/25/2021,09:47:12,10:21:04,NA,NA,NA,NA,NA
2021-08-25,08:25:01,ACBA,NASDAQ,T1T2T3,08/25/2021,08:55:00,09:00:00,NA,NA,NA,NA,NA
2021-08-25,08:25:01,ACBAU,NASDAQ,T1T2T3,08/25/2021,08:55:00,09:00:00,6,0.0,285,99999,0
2021-08-25,08:25:01,ACBAW,NASDAQ,T1T2T3,08/25/2021,08:55:00,09:00:00,NA,NA,NA,NA,NA
2021-08-25,09:32:02,LWACU,NASDAQ,LUDP,08/25/2021,09:32:02,09:37:02,333,0.0,51,99999,0
2021-08-25,09:31:14,LWAC,NASDAQ,LUDP,08/25/2021,09:31:14,09:41:14,NA,NA,NA,NA,NA
2021-08-25,09:31:30,JFIN,NASDAQ,LUDP,08/25/2021,09:31:30,09:36:30,15149,0.0,1,99999,270
2021-08-25,09:47:22,BGI,AMEX,M,08/25/2021,09:52:22,09:52:22,5803,0.03,0,-30,60
2021-08-25,10:45:33,LTRN,NASDAQ,LUDP,08/25/2021,10:45:33,10:50:33,771,0.03,11,3,149
2021-08-26,09:35:14,TKAT,AMEX,M,08/26/2021,09:40:14,09:40:14,57123,0.11,0,30,119
2021-08-25,11:56:52,ASND,NASDAQ,T1T2T3,08/25/2021,16:10:00,16:15:00,318,0.06,128,1,6580
2021-08-25,19:50:00,USCR,NASDAQ,DT12,08/27/2021,00:00:01,00:00:01,0,0.07,0,99999,1270
2021-08-26,08:06:59,MXIM,NASDAQ,DT12,08/27/2021,00:00:01,00:00:01,0,0.05,0,99999,27820
2021-08-26,09:31:15,TCRX,NASDAQ,LUDP,08/26/2021,09:31:15,09:36:15,NA,NA,NA,NA,NA
2021-08-26,09:34:17,BLUW,NASDAQ,LUDP,08/26/2021,09:34:17,09:39:17,12786,0.01,0,99999,68
2021-09-21,16:21:01,GBNH,NASDAQ,T1T2T3,09/21/2021,17:20:00,17:25:00,NA,NA,NA,NA,NA
2021-09-08,13:45:31,BLUWU,NASDAQ,LUDP,09/08/2021,13:45:31,13:55:31,56,0.0,86,99999,0
2021-09-09,09:30:55,EFTR,NASDAQ,LUDP,09/09/2021,09:30:55,09:35:55,NA,NA,NA,NA,NA
2021-08-26,10:27:04,UUU,AMEX,T1T2T3,08/26/2021,11:35:00,11:35:00,7209,0.08,0,99999,16
2021-08-30,11:03:52,PRTC,NASDAQ,LUDP,08/30/2021,11:03:52,11:08:52,NA,NA,NA,NA,NA
2021-09-02,11:58:55,TSRI,NASDAQ,LUDP,09/02/2021,11:58:55,12:03:55,76,0.01,8,20,21
2021-08-26,12:01:30,PEB$C,NYSE,DT2,08/27/2021,09:34:00,09:34:00,NA,NA,NA,NA,NA
2021-08-26,14:07:07,HPK,NASDAQ,LUDP,08/26/2021,14:07:07,14:12:07,302,0.03,14,99999,782
2021-08-26,19:50:07,SYKE,NASDAQ,DT12,08/30/2021,00:00:01,00:00:01,0,0.08,0,99999,2150
2021-08-27,09:41:08,RPHM,NASDAQ,LUDP,08/27/2021,09:41:08,09:46:08,499,0.32,4,99999,193
2021-08-30,10:00:08,RNXT,NASDAQ,LUDP,08/30/2021,10:00:08,10:05:08,NA,NA,NA,NA,NA
2021-08-27,09:57:07,HUMA,NASDAQ,LUDP,08/27/2021,09:57:07,10:07:07,NA,NA,NA,NA,NA
2021-09-16,09:40:35,IRNT,NYSE,M,09/16/2021,09:45:39,09:45:39,59000,NA,0,41,2800
2021-08-27,11:11:58,SQL,NASDAQ,LUDP,08/27/2021,11:11:58,11:21:59,NA,NA,NA,NA,NA
2021-08-30,07:15:56,ADTN,NASDAQ,T1T2T3,08/30/2021,08:15:00,08:20:00,2665,0.03,17,99999,962
2021-08-30,07:57:31,DSPG,NASDAQ,T1T2T3,08/30/2021,08:25:00,08:30:00,5260,0.04,4,99999,500
2021-09-01,09:44:23,BBIG,NASDAQ,LUDP,09/01/2021,09:44:23,09:49:23,181690,0.51,0,0,295
2021-08-30,10:17:10,ANY,NASDAQ,LUDP,08/30/2021,10:17:10,10:22:10,93140,0.19,0,0,122
2021-09-02,10:11:04,WVVIP,NASDAQ,LUDP,09/02/2021,10:11:04,10:16:04,NA,NA,NA,NA,NA
2021-08-30,16:05:01,AIRTW,NASDAQ,DT12,08/31/2021,00:00:01,00:00:01,NA,NA,NA,NA,NA
2021-08-30,16:05:01,CEREW,NASDAQ,DT12,08/31/2021,00:00:01,00:00:01,NA,NA,NA,NA,NA
2021-08-30,16:05:01,GDYNW,NASDAQ,DT12,08/31/2021,00:00:01,00:00:01,NA,NA,NA,NA,NA
2021-08-30,19:50:02,PFPT,NASDAQ,DT12,09/01/2021,00:00:01,00:00:01,0,0.11,0,99999,10160
2021-09-15,10:33:23,FCUV,NASDAQ,LUDP,09/15/2021,10:33:23,10:38:23,501,NA,35,9,439
2021-09-23,15:32:11,RHE,AMEX,M,09/23/2021,15:37:11,15:37:11,1312,0.02,1,10,18
2021-08-31,10:48:44,ELYS,NASDAQ,LUDP,08/31/2021,10:48:44,10:53:44,65748,0.03,0,1,144
2021-08-31,12:00:23,NETE,NASDAQ,LUDP,08/31/2021,12:00:23,12:10:24,10695,0.06,0,-5,62
2021-08-31,13:16:26,STG,NYSE,M,08/31/2021,13:23:00,13:23:00,840,0.01,50,99999,1110
2021-08-31,15:01:42,UNAM,NASDAQ,LUDP,08/31/2021,15:01:42,15:06:42,NA,NA,NA,NA,NA
2021-08-31,19:50:00,CORE,NASDAQ,T12T3,09/01/2021,08:55:00,09:00:00,1335,0.04,31,99999,2020
2021-08-31,19:50:00,ORBC,NASDAQ,DT12,09/02/2021,00:00:01,00:00:01,0,0.04,0,99999,914
2021-09-01,09:30:24,ADAG,NASDAQ,LUDP,09/01/2021,09:30:24,09:35:24,24,0.02,725,2,699
2021-09-01,09:31:54,EVAX,NASDAQ,LUDP,09/01/2021,09:31:54,09:41:54,20,0.0,462,0,119
2021-09-01,10:22:29,CULL,NASDAQ,LUDP,09/01/2021,10:22:29,10:27:29,NA,NA,NA,NA,NA
2021-09-01,12:14:20,RKLY,NYSE,M,09/01/2021,12:19:45,12:19:45,215,NA,74,0,959
2021-09-02,09:30:39,SLGC,NASDAQ,LUDP,09/02/2021,09:30:39,09:44:59,NA,NA,NA,NA,NA
2021-09-02,09:49:57,NM,NYSE,M,09/02/2021,09:55:10,09:55:10,947,0.01,12,99999,75
2021-09-02,11:03:51,LXEH,NASDAQ,LUDP,09/02/2021,11:03:51,11:08:51,0,0.0,156697,99999,118
2021-09-02,13:56:34,BTCM,NYSE,M,09/02/2021,14:02:05,14:02:05,3346,0.21,5,2,570
2021-09-02,15:12:07,AGIL,NASDAQ,LUDP,09/02/2021,15:12:07,15:23:44,NA,NA,NA,NA,NA
2021-09-02,16:05:10,FBRX,NASDAQ,T2T3,09/02/2021,16:30:00,16:35:00,575,0.17,14,1,408
2021-09-03,12:02:09,ESGC,NYSE,T1T3,09/03/2021,12:27:42,12:27:42,7686,0.12,15,99999,309
2021-09-17,09:37:50,IPHA,NASDAQ,LUDP,09/17/2021,09:37:50,09:42:50,66125,0.0,1,8,640
2021-09-07,07:00:15,ADAP,NASDAQ,T2T3,09/07/2021,07:25:00,07:30:00,1337,0.02,93,2,768
2021-09-07,08:15:45,RILYH,NASDAQ,DT12,09/08/2021,00:00:01,00:00:01,NA,NA,NA,NA,NA
2021-09-16,12:59:37,OPAD,NYSE,M,09/16/2021,13:05:01,13:05:01,109521,0.3,0,19,1060
2021-09-22,09:39:03,ARQQ,NASDAQ,LUDP,09/22/2021,09:39:03,09:44:03,4644,NA,9,35,4910
2021-09-07,09:54:46,SRZN,NASDAQ,LUDP,09/07/2021,09:54:46,09:59:46,0,NA,15,0,0
2021-09-07,09:44:51,OG,NYSE,M,09/07/2021,09:50:02,09:50:02,35,0.0,611,99999,273
2021-09-07,09:47:51,ATIF,NASDAQ,LUDP,09/07/2021,09:47:51,09:52:51,592,0.05,3,0,34
2021-09-08,11:44:15,SPB,NYSE,T1T3,09/08/2021,12:26:44,12:26:44,3385,0.03,11,99999,3950
2021-09-08,16:00:13,PRQR,NASDAQ,T1T2T3,09/08/2021,16:25:00,16:30:00,460,0.04,124,1,460
2021-09-09,09:31:07,IMGO,NASDAQ,LUDP,09/09/2021,09:31:07,09:36:07,NA,NA,NA,NA,NA
2021-09-09,09:30:17,WIL,BATS,M,09/09/2021,09:35:17,09:35:17,NA,NA,NA,NA,NA
2021-09-09,09:37:05,INZY,NASDAQ,LUDP,09/09/2021,09:37:05,09:42:05,218,0.02,96,13,325
2021-09-09,16:00:13,APLS,NASDAQ,T1T2T3,09/09/2021,16:30:00,16:35:00,1579,0.07,40,55,4730
2021-09-09,19:50:00,OSN,NASDAQ,DT12,09/13/2021,00:00:01,00:00:01,NA,NA,NA,NA,NA
2021-09-10,07:55:01,ECHO,NASDAQ,T1T2T3,09/10/2021,08:25:00,08:30:00,NA,NA,NA,NA,NA
2021-09-10,09:20:10,GPCO,NASDAQ,T2T3,09/10/2021,09:45:00,09:50:00,NA,NA,NA,NA,NA
2021-09-10,09:20:10,GPCOR,NASDAQ,T2T3,09/10/2021,09:45:00,09:50:00,NA,NA,NA,NA,NA
2021-09-10,09:20:10,GPCOU,NASDAQ,T2T3,09/10/2021,09:45:00,09:50:00,321,NA,0,10,0
2021-09-10,09:20:10,GPCOW,NASDAQ,T2T3,09/10/2021,09:45:00,09:50:00,NA,NA,NA,NA,NA
2021-09-10,09:31:27,THCP,NASDAQ,LUDP,09/10/2021,09:31:27,10:01:28,NA,NA,NA,NA,NA
2021-09-23,09:55:45,EEIQ,NASDAQ,LUDP,09/23/2021,09:55:45,10:00:45,2858,0.01,1,8,88
2021-09-13,12:19:29,TROX,NYSE,M,09/13/2021,12:25:25,12:25:25,1241,0.04,87,20,3190
2021-09-13,14:00:11,TMC,NASDAQ,LUDP,09/13/2021,14:00:11,14:10:11,NA,NA,NA,NA,NA
2021-09-14,07:49:50,TBIO,NASDAQ,DT12,09/15/2021,00:00:01,00:00:01,NA,NA,NA,NA,NA
2021-09-14,08:10:03,RDHL,NASDAQ,T1T2T3,09/14/2021,08:40:00,08:45:00,7225,0.05,4,4,254
2021-09-14,09:35:06,AZRX,NASDAQ,LUDP,09/14/2021,09:35:06,09:45:07,11611,NA,6,4,484
2021-09-14,09:54:19,LVOXU,NASDAQ,LUDP,09/14/2021,09:54:19,09:59:19,NA,NA,NA,NA,NA
2021-09-14,12:31:43,VINO,NASDAQ,LUDP,09/14/2021,12:31:43,12:36:43,14331,0.03,0,3,34
2021-09-14,12:30:21,VVPR,NASDAQ,LUDP,09/14/2021,12:30:21,12:40:22,2281,0.02,3,5,93
2021-09-15,07:52:00,GSKY,NASDAQ,T1T2T3,09/15/2021,08:25:00,08:30:00,NA,NA,NA,NA,NA
2021-09-15,09:32:59,DTEA,NASDAQ,LUDP,09/15/2021,09:32:59,09:37:59,376,0.02,37,3,85
2021-09-15,09:30:17,OTMO,NASDAQ,LUDP,09/15/2021,09:30:17,09:35:17,NA,NA,NA,NA,NA
2021-09-15,09:35:02,INDP,NASDAQ,LUDP,09/15/2021,09:35:02,09:40:02,169,0.04,16,7,39
2021-09-15,10:28:41,TYRA,NASDAQ,LUDP,09/15/2021,10:28:41,10:33:41,NA,NA,NA,NA,NA
2021-09-15,14:22:19,APRN,NYSE,T1T3,09/15/2021,14:48:21,14:48:21,563,0.1,29,3,96
2021-09-15,16:05:02,LAUR,NASDAQ,T1T2T3,09/15/2021,16:35:00,16:40:00,969,0.04,95,16,3100
2021-09-15,16:53:00,ARTA,NASDAQ,T1T2T3,09/15/2021,17:40:00,17:45:00,NA,NA,NA,NA,NA
2021-09-15,16:53:00,ARTAU,NASDAQ,T1T2T3,09/15/2021,17:40:00,17:45:00,NA,NA,NA,NA,NA
2021-09-15,16:53:00,ARTAW,NASDAQ,T1T2T3,09/15/2021,17:40:00,17:45:00,NA,NA,NA,NA,NA
2021-09-16,09:36:29,KBSF,NASDAQ,LUDP,09/16/2021,09:36:29,09:41:29,1041,0.06,3,3,13
2021-09-16,09:45:21,SBTX,NASDAQ,LUDP,09/16/2021,09:45:21,09:50:21,2105,0.1,14,12,481
2021-09-16,12:53:00,LIDR,NASDAQ,LUDP,09/16/2021,12:53:00,12:58:00,12701,0.08,1,9,1770
2021-09-16,13:23:24,KTTA,NASDAQ,LUDP,09/16/2021,13:23:24,13:33:25,NA,NA,NA,NA,NA
2021-09-16,13:29:50,BMEA,NASDAQ,T1T2T3,09/16/2021,14:00:00,14:05:00,335,0.1,38,12,359
2021-09-17,09:34:15,VRME,NASDAQ,LUDP,09/17/2021,09:34:15,09:39:15,122,0.02,55,3,24
2021-09-17,09:59:20,GDEV,NASDAQ,LUDP,09/17/2021,09:59:20,10:04:20,NA,NA,NA,NA,NA
2021-09-17,12:36:04,PRTH,NASDAQ,LUDP,09/17/2021,12:36:04,12:41:04,NA,NA,NA,NA,NA
2021-09-17,15:27:46,IDW,AMEX,M,09/17/2021,15:32:46,15:32:46,NA,NA,NA,NA,NA
2021-09-20,09:33:22,VATE,NYSE,M,09/20/2021,09:38:22,09:38:22,NA,NA,NA,NA,NA
2021-09-20,10:38:22,QQD,NASDAQ,LUDP,09/20/2021,10:38:22,10:43:22,NA,NA,NA,NA,NA
2021-09-20,11:08:27,AZYO,NASDAQ,LUDP,09/20/2021,11:08:27,11:13:27,35,0.04,91,7,85
2021-09-20,13:07:46,EDSA,NASDAQ,LUDP,09/20/2021,13:07:46,13:12:46,157240,0.01,0,11,150
2021-09-20,14:47:29,UCL,NASDAQ,LUDP,09/20/2021,14:47:29,14:52:29,2495,0.01,0,6,190
2021-09-20,15:49:43,DGICB,NASDAQ,LUDP,09/20/2021,15:49:43,16:00:00,NA,NA,NA,NA,NA
2021-09-20,16:00:18,VRCA,NASDAQ,T1T2T3,09/20/2021,16:30:00,16:35:00,359,0.19,22,12,323
2021-09-20,19:14:06,TNT,NASDAQ,T12,,,,NA,NA,NA,NA,NA
2021-09-21,09:00:05,NOTV,NASDAQ,T2T3,09/21/2021,09:45:00,09:50:00,111,0.03,86,36,542
2021-09-21,09:37:02,PHGE=,AMEX,M,09/21/2021,09:42:02,09:42:02,NA,NA,NA,NA,NA
2021-09-21,13:02:21,DIT,AMEX,M,09/21/2021,13:07:21,13:07:21,1,0.0,113,152,83
2021-09-21,15:07:01,INCY,NASDAQ,T1T2T3,09/21/2021,17:20:00,17:25:00,NA,NA,NA,NA,NA
2021-09-22,09:30:24,VBNK,NASDAQ,LUDP,09/22/2021,09:30:24,09:35:24,NA,NA,NA,NA,NA
2021-09-22,09:49:19,RIET,NYSE Arca,M,09/22/2021,09:59:19,09:59:19,NA,NA,NA,NA,NA
2021-09-22,09:56:20,AMHCU,NASDAQ,LUDP,09/22/2021,09:56:20,10:06:20,NA,NA,NA,NA,NA
2021-09-22,10:01:21,DRMA,NASDAQ,LUDP,09/22/2021,10:01:21,10:06:21,NA,NA,NA,NA,NA
2021-09-22,13:05:51,BNTC,NASDAQ,LUDP,09/22/2021,13:05:51,13:10:51,4602,0.03,1,4,30
2021-09-23,09:34:02,MRM,NASDAQ,LUDP,09/23/2021,09:34:02,09:39:02,48901,0.0,0,12,65
2021-09-23,10:26:42,AHT-G,NYSE,M,09/23/2021,10:31:42,10:31:42,NA,NA,NA,NA,NA
2021-09-23,14:35:04,AMHC,NASDAQ,LUDP,09/23/2021,14:35:04,14:40:04,NA,NA,NA,NA,NA
2021-09-23,15:36:57,IHT,AMEX,M,09/23/2021,15:47:31,15:47:31,4014,0.01,1,5,44
2021-09-24,07:55:03,ICLK,NASDAQ,T1T2T3,09/24/2021,08:25:00,08:30:00,829,0.01,82,5,531
2021-09-24,15:33:27,AIRT,NASDAQ,LUDP,09/24/2021,15:33:27,15:38:27,2,0.01,652,39,116
